"CD4"	"CD3"	"CD8"	"CD16"	"CD11c"	"HLA-DR"	"CD69"	"CD11b"	"CD45"	"CD34"	"CD15"	"CD117"	"CD10"	"CD25"	"CD20"	"IgM"	"CD19"	"CD38"	"CD56"	"CD45RA"	"CD123"	"CD44"	"CD33"	"CD14"	"CD61"
"6"	-10	3.4793087562075	7.33941509273963	0.283935816306482	0.483301545107982	1.02163826072771	2.21092148339976	0.287858855799918	-0.245917347414303	0.0960225168680561	-0.000763995889828777	-0.00923641325880218	0.0106688960844713	0.0242359954280134	1.01079472084405	0.00604635906381163	-0.00280350890742752	-1.66848201145451	-0.00166121199953527	0.873140918068967	0.00711037444843	-1.3296631261506	0.0149668412604987	0.00856494047731469	0.00133196130827476
"2"	4.48377458985333	-7.60587232234425	-1.87857038586146	-0.10700254842873	0.00492092021534665	4.79268550800277	0.331712748245444	-0.471747236942064	-1.62227129774369	-0.0106754954886424	-0.0059974195639539	0.00259394873700333	0.00729581217179189	0.0104881033492044	0.0314697382168154	-0.0083913668882761	0.0116803373286562	0.802805952088517	0.0211644222520622	1.52228071838286	5.55815424537375	1.47412898919783	0.180551688970369	-0.00113704243194681	1.62922222611083
"4"	-4.93334198338987	-7.18025346688811	-3.43028344997351	0.248422548593538	4.77914810421201	2.83228162391395	0.30414529744067	3.4696866866583	-0.164072670140083	-0.0155768249266638	-0.0131668087249331	-0.00321926888636539	0.0784516685031342	0.0280185576639527	0.250989925838835	0.00251217455550532	-0.000894227135981364	1.09595329219965	0.111178261550014	-0.47752817229628	0.490623209947675	2.5782167149064	4.69131433070913	3.81585304057342	3.85637953539223
"7"	-4.51696825033739	-7.63748781005691	-3.24807182069456	4.61140784211749	5.02482758474048	3.41303259588843	-0.394627497864969	-0.50780215648765	0.12366297952408	0.0055531446932256	-0.00665088026876765	0.00685084857419656	0.00507059868339654	0.0262557109340995	0.0648765829436089	-0.0037216625853346	0.00938567348583108	-0.197911328082255	-0.00509603006142825	1.0577514582568	2.3124568612283	1.72509164805603	2.07687159946292	0.402022409911395	1.03038879417819
"8"	-9.57200906232488	-5.54547002294157	-0.0129745118355997	5.74121003875502	1.00244642837112	1.21364985737596	0.488109926359324	0.653577247422142	-0.582923699789196	0.0144895836397702	-0.0175412848775808	0.00794251005440046	0.00945367320363445	0.0303640051184865	0.304466110253791	0.0163505756037218	0.0133454243180161	0.729635607673566	1.0824678892115	0.967291101106212	0.0080719318791228	-2.28564105455687	0.0124601256607608	-0.0126411323606963	0.00766816502986582
"1"	-9.68402799760287	-7.44543238852971	-3.77178251900092	-0.330269070316835	0.00895103129849929	4.71708038874052	-0.61068031713681	-0.670266196638429	0.320608882966423	0.18867648305815	0.00406151237089641	0.0067964044832008	-0.0014495786577307	0.00510117566068017	2.86396935063818	3.27863196878251	3.27495118233015	0.30331092971082	0.0313558805444964	0.424711766362403	-0.00761588253448743	-0.834162407642283	0.131604864591513	0.00840140318458952	0.00703921638073961
"5"	-9.27496108746998	-7.5814727465141	-3.23549207812183	0.162109987705895	0.0225013295538535	2.66051349660866	-0.354883040369517	-0.475916602013781	-0.967821561130786	-0.00635316839969861	-0.000658351835390049	-0.0142937390752785	0.024591854739898	0.0858075444746114	0.0240054580103602	-0.000325250260976135	2.11550187012061	5.17014674148169	0.0224948937909603	2.68413531641174	-0.0135512991986616	0.933519495639233	0.0440952072680011	0.0149151450579568	-0.00429826259312392
"9"	-9.23986611306618	-7.55995161445835	-0.315014599408961	-0.108940187160676	0.987052205991494	1.29958133423216	-0.365273797211522	-0.459135894021553	-1.09206264879128	0.0217337818007514	0.023595586264671	0.0251611014622435	0.000260591920716134	-0.00324369945573788	0.0359310992389272	0.00158569172298008	0.0193266286458307	0.672029243745221	2.64502295330468	1.46459278040295	0.0220227225065654	-0.113628674455735	0.24993470165547	-0.0149966212475139	0.0137084921030788
"3"	4.0526705678784	4.22394834911127	-7.40403562780855	-8.80292849002604	-4.72110273901095	-5.0641836051317	-2.72544455833324	-2.47895560262107	0.552044715687694	0.0295276606069262	0.0108886793722207	0.00793042289234004	-0.00102716492994469	0.139712262547456	-2.02186968859704	0.00435610836077262	0.0144844845291697	-1.01134190870539	-0.76269267121036	-0.442558731266087	0.0172532405407309	1.92713385102633	0.727522955770694	0.0661456429112048	0.764159048123388
