"CD4"	"CD3"	"CD8"	"CD16"	"CD123"	"HLA-DR"	"CD45RA"	"CD38"	"CD69"	"CD45"	"CD56"	"CD15"	"CD117"	"CD10"	"CD34"	"CD25"	"CD20"	"IgM"	"CD19"	"CD44"	"CD11c"	"CD11b"	"CD33"	"CD14"	"CD61"
"8"	0.5	0.837535517191249	0.794156727098276	0.5	0.5	0.5	0.675818551578803	0.663709784847429	0.5	0.5	0.5	0.5	0.5	0.5	0.5	1.07609741194528	0.5	0.5	0.5	0.599547442025051	0.5	0.5	0.5	0.5	0.5
"6"	0.520931168415168	0.718980471298087	0.799390531592845	0.5	0.5	0.5	0.597123971916639	0.936209902267076	0.5	0.513971585125923	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.655251638411303	0.5	0.5	0.5	0.5	0.5
"5"	0.53213897079914	0.844536373007006	0.75809573918358	0.5	0.5	0.5	1.15776441443149	0.700070223152421	0.5	0.63502465824386	0.5	0.5	0.5	0.5	0.5	0.578652026204991	0.5	0.5	0.5	0.682673598204133	0.5	0.5	0.5	0.5	0.5
"4"	0.594177402365237	0.813009641938236	0.649526162281504	0.5	0.5	0.5	1.00207875706775	0.623110601971514	0.5	0.677432437092601	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.806253358250038	0.5	0.5	0.5	0.5	0.5
"7"	0.743818664828379	0.5	0.693864091892275	0.5	0.5	0.741793400936173	0.944065890142836	0.951438729784086	0.5	0.575682496732147	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.826422128924987	0.5	0.5	0.547779081035513	0.5	1.31754742666501
"2"	0.915199954099023	0.5	0.537209473379107	0.5	0.76283201892649	1.46582372213653	1.13145735080604	0.830858131496348	0.623246619069471	0.717190325810906	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.71913983768698	0.82814336823432	0.702168038795658	0.589286739532029	0.66241277791137	1.15988167043328
"3"	0.947528145071387	0.5	0.5	2.95695991948463	1.47816474365761	1.80868568842883	1.52029176795215	0.898427896979857	0.5	1.13160299186304	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.721625065443239	0.858291037101858	0.5	1.45848367830019	0.641325433778127	1.7722191936838
"9"	0.5	0.5	2.4040032796095	0.804563486140305	0.5	0.5	0.901080147751861	1.26486826111865	0.5	0.693622174193912	0.997837445228116	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.941332469002577	1.60384532388722	0.880003896264853	0.5	0.5	0.5
"1"	0.5	0.5	0.5	0.5	0.5	1.37599511231539	1.32679518182352	1.0442370829813	0.5	0.703332311359376	0.5	0.5	0.5	0.5	0.534211376479171	0.5	1.02475604367959	3.21392224896556	0.694155837816572	0.965148080266569	0.5	0.5	0.500190590616818	0.5	0.5
"10"	0.5	0.812961933377948	0.5	0.5	0.5	0.5	1.00887972695521	0.552536644848652	0.838286913090924	0.685420583649768	0.5	0.5	0.5	0.5	0.5	0.5	0.817172457951536	0.5	0.5	0.843202656347092	0.5	0.581469644304036	0.5	0.5	0.5
