"CD3"	"CD4"	"CD16"	"CD33"	"CD11b"	"CD14"	"CD61"	"CD11c"	"HLA-DR"	"CD8"	"CD44"	"CD123"	"CD38"	"CD45RA"	"CD25"	"CD45"	"CD69"	"CD34"	"CD117"	"CD10"	"CD56"	"CD15"	"CD19"	"CD20"	"IgM"
"3"	2.55353121629868	6.40635301016265	-0.116653289974133	0.00524966694848314	-0.454260455741626	0.0123195854508533	0.00649697323054118	0.0171841293889631	0.102549671972208	-0.98527128654223	1.36477716868097	0.00969198192939362	-0.232786232976445	-1.67528576796623	2.92128574335217	0.262886540338718	-0.348363880591857	0.00677067484538827	0.00430223061448002	8.49585829298459e-05	0.017441311759354	0.00634652381771005	0.00269307036373736	0.0342125784067991	0.00281481897604114
"4"	-7.13389445921542	3.14455977202654	-0.110286404209492	0.169039472072588	-0.445959916337831	-0.00457381906722033	1.47852440832481	-0.00105528720914417	4.43324144961775	-1.33525308245383	1.30452414964557	5.22311275413347	0.74732178021561	1.13337931529538	0.00914708097960804	-1.08260513057025	0.336995951704531	-0.0121999932793878	0.000376514198165031	0.00351781185235526	0.01861253561636	-0.00628432532899408	0.0092558059616673	0.0265315796279037	-0.00559879506535974
"10"	1.49528315951575	-4.09784240821413	0.132488160538485	0.00779972977301589	0.126082138398998	0.00167708972588226	0.00707691923479107	0.0152227770162209	0.235402095530118	5.14131774775577	-0.691435943613914	-0.000396987772136772	-0.595475578121587	0.39564724562855	0.00977789901782715	0.0290027739762613	1.11259904292322	1.89675874725201	-0.00373565291922423	2.45048832721759e-05	-0.00164457273326668	-0.0178314606964731	-0.0115957152181521	0.718331114918813	0.000957241392528508
"1"	-6.67138644242804	-4.6375241656878	0.23945156954085	4.38036579287141	3.21752548454035	3.54164534914177	3.55300659099396	4.47432208612746	2.70248337557105	-3.25221926434069	2.35606910273501	0.466094316810833	1.03195765707758	-0.465051547969556	0.0261355045506859	-0.154879438869288	0.267685057684622	-0.0143739480187312	-0.00243695777299512	0.0706612089673062	0.108707952364706	-0.0120572382406093	-0.000289419803804595	0.243649436143448	0.00226323951701906
"5"	-7.15733044016459	-4.23467776545665	4.77278107012334	1.56587025284497	-0.458578308854166	0.319545006343067	0.770305203022477	4.86057911561915	2.70856872942379	-3.01879483554345	1.59467289607638	2.65909157755483	-1.28833831682109	2.11954334543652	0.0261128996775758	0.535874465143181	-0.353819127476705	0.00829363931529452	0.00673466476966586	0.0162964481923884	0.00715588181536119	-0.00570687918297267	0.00721487306139686	0.0491380839506493	-0.00331134821834672
"7"	-5.19369235773716	-8.96216112233885	5.36930334941865	0.011434285343486	0.592701862752805	-0.0116992618670963	0.0073900704860205	0.929024056616063	1.09215077336314	-0.0353330522530772	-2.1295595207449	0.00722280001594667	0.682282091389732	0.906842423622107	0.0283788967980855	-0.544613013010916	0.457575831712645	0.0137201632411762	0.00767729640321692	0.00893004048357067	1.00576393226268	-0.0157974874888463	0.0121613889077815	0.280374299791646	0.015179788055463
"8"	-7.02139162651773	-8.69498624155569	4.76175459063968	0.0288034345618303	0.978497542840378	-0.0167401218662964	-0.00692537433535402	1.10050878337888	0.224500797856069	-0.382756405135442	-1.18102202398931	0.00739305175944133	-0.0304644241690121	-0.210772710112835	0.00477085130553811	-0.484558258327176	-0.287588271643149	-0.00240392081162971	0.00272149420176903	0.194566568443312	0.324305294305659	1.96812987203638	-0.00198504834290044	-0.000863417137246505	0.0947733061769865
"6"	-6.97968949511243	-9.06727045987848	-0.305243537817038	0.126512153386411	-0.625177566986732	0.00755207206349879	0.00621419987512485	0.00829131882673829	4.43725827453919	-3.51964680493728	-0.784062890529671	-0.00726973994523118	0.289910433352656	0.41264434211438	0.00468273404823171	0.349901238483812	-0.568642497151141	0.179565450703233	0.0109829293053479	-0.000414594210336758	0.0314101565176806	0.00383351274542712	3.0754096459565	2.69400277960326	3.09735440343164
"9"	-7.08647186844164	-8.6870630238439	0.154134652651697	0.0412870937278286	-0.443997197353933	0.0153092368673308	-0.00402453648693716	0.0210701152428935	2.49108303995518	-3.02952089964769	0.762385304619877	-0.0166386913358466	4.828357479073	2.38975092623854	0.0874862939383881	-0.811473740198004	-0.330957580565013	-0.00711143838995566	-0.0133840184929222	0.0230257725157381	0.0296307594259414	-0.000473334035112458	2.1316005998	0.0223668801998528	0.00377831372234046
"2"	2.92148187409582	3.59893651016196	-10	-6.25820245635022	-4.26452849274475	-3.77462811932996	-3.69939959577411	-7.84508263170511	-7.97335708263899	0.819945976027317	2.13332634045405	0.0240280186263814	-1.44655910430242	-0.169352049380199	0.0311318827240234	0.476473644496838	0.0143652049584525	0.00824120144511065	0.00349560152742132	0.00584701840805935	-1.03758769601719	0.0112207356882139	0.546864642771839	-0.917395758843236	0.00828019107174587
