"CD3"	"CD4"	"CD8"	"CD16"	"CD123"	"HLA-DR"	"CD45RA"	"CD69"	"CD38"	"CD15"	"CD117"	"CD10"	"CD34"	"CD25"	"CD56"	"CD45"	"CD20"	"IgM"	"CD19"	"CD44"	"CD11c"	"CD11b"	"CD33"	"CD14"	"CD61"
"7"	2.13659329606191	3.10425613465713	0.541548496932173	0.0130264045306752	0.0230388703890299	0.0164838657229759	2.64617904335224	0.0135801512179121	0.455993373207543	0.0250922335736037	0.026802007099224	0.00282625875122567	0.0227733119612098	0.16730722047567	0.0166419195344985	4.38151195459582	0.0183905268295959	0.0206523300505432	0.0252046739670161	3.44520502666893	0.0226799812834817	0.00522611692808892	0.0204113575426092	0.0236307105201147	0.018372934510659
"6"	2.78190833782545	2.99144561023462	0.44184195573504	0.0151973963899394	0.0213999249088541	0.0221392446573135	2.88928703880604	0.016716454708973	0.715597988863347	0.0259236961841001	0.0279921591426024	0.00564402027545767	0.024513394235143	0.0679035852591543	0.0210937115883536	4.15125233144177	0.0185176697022121	0.0174645228086413	0.0254182564073732	2.87346798736426	0.0233195348513858	0.00966085664870005	0.0197825998978678	0.0240451808047085	0.0184943523844168
"5"	2.28304244926519	3.15111825114864	0.515176585608783	0.0115600067593406	0.0261628333559899	0.0188300578132555	0.837037844872654	0.0119638519478572	0.456490518669731	0.0241691145043353	0.027225752757401	0.00330840080737635	0.0238566358392854	0.190883332870219	0.022457986680165	4.27167226166127	0.0177041133252916	0.0197851643825259	0.0253854178871272	3.44843960629484	0.022234598552391	0.00727906107226889	0.0196819373164701	0.0242265794057163	0.0204044786119272
"4"	0.014988752162815	2.15657418610243	0.219804845980813	0.0132467232549037	4.19343123878104	3.60692102052688	3.18597912827543	0.0574027920937406	1.24490994089753	0.0168119916761367	0.0255786328732902	0.0106477785007528	0.00720919896249635	0.0131705951238118	0.0202670218965202	3.14506278911661	0.0238726402177139	0.0108487374341539	0.0289615200779075	3.55741145492064	0.0129547916449451	0.0223816719991715	0.147365688530124	0.0147475619986842	1.21751869866874
"9"	2.20175941633059	0.0946655179801747	5.10019412908235	0.0262311158537508	0.0221993451455756	0.0107037020298928	2.67173979856655	1.66879692512579	0.246068972730779	0.0208438859617041	0.0187188859354816	0.011042541357896	0.0911672082796271	0.0197793719444918	0.00329107420599436	4.05804492250604	0.772894691721466	0.021251231225285	0.0188345859698894	2.65084006030295	0.0219508503533088	0.188605404842993	0.0207091092136432	0.0207387303346587	0.0121466113439218
"2"	0.00571174198121811	1.11491862663601	0.166737857939737	0.0528761603378528	0.389726865351023	2.13916660903159	2.34067086853557	0.234666136180645	1.31358869152802	0.0122210232131992	0.022475390817515	0.0650755474371908	0.00403348256217665	0.0240973257215757	0.0896113626182567	4.05455682272368	0.0215525292626115	0.0192507198151909	0.019964145622276	4.16784849362309	3.60518315089848	2.66770634463679	3.54131803123944	2.88713055310257	2.91387387739826
"1"	0.00206059270312392	0.844769190772647	0.0591523026581033	3.4814621909266	1.75566444521122	2.57093671370274	3.25095566269332	0.0122145099050752	0.541139655455599	0.0161307114522295	0.0298549923519174	0.00803508804752767	0.0185401983773594	0.0247309289545822	0.000435876584158874	4.23096069620207	0.0265942675605533	0.015062151049458	0.0275685077790722	3.53404408774296	3.78394581651656	0.0235190543660837	1.56571192148977	0.317636166794741	0.785231562103003
"3"	0.0417240822155063	0.0245791461642323	0.0166941726346464	0.0142708737506665	0.0125143365930335	3.55839339327268	2.73144838949746	0.022975188750762	0.83440353197679	0.0240677942221799	0.0312526657563412	0.00375217485127819	0.158897342499202	0.00926636210019465	0.0285443950506907	4.32485962453372	2.16252241709251	2.48651563930621	2.48466100340101	2.72650078689454	0.0154318277412458	0.0166385677329933	0.112954303267551	0.0212464112874464	0.0161571307461997
"10"	0.0109594808536337	0.018076066252933	2.54413870920349	4.24603117453173	0.0223564458565093	0.0209482150218704	2.5187764275918	0.259095499939331	1.00357565664048	0.00928574221367199	0.0288631902874001	0.0117073861580179	0.0177099894214068	0.0242610535152544	0.902017575586465	3.78783422797986	0.0282795783176162	0.0282697701789832	0.0274124194621045	1.61401476461565	0.755786824901962	0.56833057563518	0.0179941957023672	0.00484462422466172	0.0140015507425827
"8"	0.0140207678841048	0.0222598924776469	0.0080094049836571	4.36254097394329	0.0233066786242639	0.0228526926382086	2.59217963245379	0.00930195447013654	1.20212725352888	0.0103003041472733	0.0300535883768783	0.00906142162478206	0.0274296715199354	0.0224913141452878	0.760312277654557	3.7708862919605	0.0291653410989136	0.0269614098073096	0.0298643044052449	1.52276241556897	0.75586568058632	0.527544771524286	0.0207244640434107	0.00941071825503405	0.0172947258771795
