"CD3"	"CD4"	"CD16"	"CD33"	"CD11b"	"CD14"	"CD61"	"CD11c"	"HLA-DR"	"CD8"	"CD44"	"CD123"	"CD38"	"CD45RA"	"CD25"	"CD45"	"CD69"	"CD34"	"CD117"	"CD10"	"CD56"	"CD15"	"CD19"	"CD20"	"IgM"
"3"	2.26509668965736	2.93221381285471	0.00779521368902911	0.0158474189737204	0.0164930922611603	0.0254108598729736	0.0164936256501802	0.0229534457453931	0.0886966516896191	0.442504854940633	3.295761271532	0.0255726378901141	0.618280290924254	1.13363158408444	2.34990474367851	4.19324672390351	0.0124141017859399	0.0201071382657823	0.0280743435078128	0.0046048632441585	0.0181810912555703	0.0263673547564054	0.022729746281401	0.0218571167208037	0.019788998197458
"4"	0.00516696827437814	2.13869065188798	0.00590557599213854	0.147365688530124	0.0185399262208531	0.0119356888199441	1.19775122151091	0.0084272839366746	3.56341073642802	0.283919435260894	3.55383585437064	4.20863351687497	1.22154746221097	3.11042420766888	0.0129480274279952	3.28009990801174	0.0658258296716848	0.00499955724589461	0.024946809982732	0.00734144671132422	0.0193039586598329	0.0162779057616732	0.0279830467705344	0.0216954766853538	0.013072355172354
"10"	2.22410801847287	0.287569644635846	0.0592660278343922	0.017914874902609	0.206009866718847	0.016930948803145	0.0169941162280772	0.0214598929087417	0.0206061653988863	4.67089705619811	2.71396253820345	0.0175263888467498	0.417552645493973	2.64454971145188	0.0134804973683567	4.16644957495613	0.93226559446443	1.53665516880781	0.0216576607913359	0.00455666693412533	0.00303013988372833	0.00701764602377538	0.011280572093215	0.579587283943631	0.0183169725294921
"1"	0.00570018979551426	1.11372792624196	0.0507893171760324	3.53172515660001	2.6443820512185	2.86208004951538	2.86720532867779	3.60491055748833	2.18056768260616	0.165146666435414	4.14391416869034	0.395514764082258	1.32303344950744	2.29998581751686	0.0239102806300673	4.03142105260327	0.221659834650709	0.00423276675342484	0.0229059404158466	0.062833490578436	0.0934985056135843	0.0124308359887467	0.0203596533096352	0.0218827654183886	0.0191889510098991
"5"	8.77209626069965e-06	0.830229621222089	3.84469969745851	1.26863609913613	0.0242351688747366	0.27236975014315	0.629678279193977	3.90966775534177	2.18014692951831	0.0585402206596446	3.51594505257852	2.15181772063305	0.343937646938972	3.58322919035932	0.0262413702779799	4.5060876219921	0.0164903587223259	0.021299198090529	0.0299979258257272	0.0176909519275816	0.00999181731135478	0.0167554753645415	0.0262856789819077	0.0260727110042006	0.0149049632469134
"7"	0.0135194971389944	0.021112536503721	4.31528440835557	0.0194379288046723	0.53585783888023	0.0073753244602119	0.0161582968603961	0.760397334084925	0.0215360583614823	0.521206295844917	1.55798881348934	0.0226153367573485	1.10970707938329	2.55912267847314	0.0235630919823972	3.77073636781715	0.0670243045301462	0.0237901339586369	0.0297528495308865	0.0105459265132786	0.819180725038419	0.010207697306611	0.0286591933306829	0.0185162672466809	0.0275925411644512
"8"	0.0932633957427447	0.00669265453582124	3.84161837745102	0.0347881500125829	0.889833439758851	0.00217131358094158	0.0057787644642209	0.892278314685548	0.0136402300144183	0.240444816978986	2.05106871888381	0.0237754284055501	0.599364982358569	2.30276223364014	0.0094632174343202	3.75488011265917	0.0297887644725258	0.0128098842927105	0.0268299027472987	0.160668420029198	0.264566543683679	1.60044378684272	0.0189866142341397	0.00251431348058219	0.0936011879606893
"6"	0.0431661625432657	0.024561161917738	0.0142708737506665	0.115038902705223	0.0164693052906574	0.0210496755181958	0.0159099562302488	0.0153799763594406	3.57141003155798	0.0166697525306773	2.73703592495886	0.0124532475868446	0.838722770398109	2.74462157163884	0.00912498735081042	4.33568452366883	0.0226968281727197	0.161026360075244	0.0349529299254344	0.00458953259198573	0.0302217053680513	0.0241021562680098	2.4917737018908	2.17025668731648	2.5061019066291
"9"	0.0410287178408809	0.0126910637423715	0.0756654536163251	0.0448093292701317	0.0180634649103741	0.0278594435358055	0.00809792817344565	0.0261577438676567	2.00507643323979	0.00313240075462566	3.28519629501647	0.00451154817515919	4.49630691778968	3.98948597823921	0.0758676083619935	3.78998227914769	0.0189544255446768	0.00904140571530263	0.0139173067991038	0.0229900849869163	0.028103031826353	0.0209281723866071	1.73086964247852	0.0211102779910027	0.0205807263140272
"2"	2.34932528049663	2.88776407679302	0.00956588401608973	0.0201672959636485	0.017590096466544	0.0230344568428322	0.017487206859253	0.022393945672991	0.0179109086533784	0.778294067351252	3.08107753502117	0.0232194847477249	0.452173744448225	2.41065215924053	0.0448398340787019	4.21568721202264	0.0446044781228162	0.0167929435540638	0.0256128975762024	0.00607436611940555	0.0167615959228314	0.0241385770257052	0.0237694212406787	0.00183241668366474	0.0197488762172438
