"CD3"	"CD4"	"CD8"	"CD38"	"CD11b"	"CD14"	"CD61"	"CD45RA"	"CD123"	"CD44"	"CD45"	"CD69"	"CD117"	"CD34"	"CD10"	"CD56"	"CD15"	"CD25"	"CD19"	"CD20"	"IgM"	"CD16"	"HLA-DR"	"CD33"	"CD11c"
"10"	2.66537433068573	6.6580595867601	-1.12021744786678	-0.179987422574354	-0.458448354259841	0.0109009134475414	0.0036782099704886	-1.61779259486383	0.00974737113838025	0.981892197180744	0.137695088292686	-0.345860417662048	0.00247518261627542	0.00722188866170901	0.00728335659261376	0.0185583270130307	0.00774764787217181	2.95451082348049	0.00425622467916156	0.0348737852982027	0.00433460792050409	-0.114429722721418	0.11544376878799	0.00637050452599607	0.0146269543046648
"2"	-7.1134833179145	3.21116878908374	-1.34128305940233	0.744767712119612	-0.444642266209031	-0.00421651243164307	1.46754270695844	1.16455326933318	5.2101803793055	1.31208282182046	-1.07718125186667	0.337056200988157	0.000378920934330543	-0.0111104722864768	0.00402258302466251	0.0181487847917459	-0.0059891240006491	0.00929573846477524	0.00826837383326029	0.0270455101448127	-0.00650708514489604	-0.109865365232071	4.43067017070205	0.163510580352021	-0.00013244734228073
"3"	-6.70694868936985	-4.60197313505599	-3.19004735138163	1.02920914570554	3.23310285895779	3.55942994153121	3.59546699658899	-0.443752964592586	0.463292496731159	2.41778148753912	-0.148782834886795	0.279464168393243	-0.00261732232250274	-0.0148047673747405	0.0730987586328451	0.106225085495945	-0.0117669956666993	0.0259830646518901	-0.000722220878302991	0.23278747940656	0.00263825829187992	0.232207376451217	2.65841919532977	4.38046823571402	4.47259729555257
"9"	-6.69452016840301	-2.59143826068	-1.95977154702512	0.268082199159954	2.47239071143206	2.52697159355429	2.44038967532616	-0.37459149552674	0.228178516804875	0.670029680169755	-0.368649576869768	0.230373953909223	-0.0087253283542686	0.0030491757212925	0.432855708117555	0.0552957036128916	2.10332781519966	0.0109661833507188	-0.0102889748564725	0.0105164477418919	0.380332094907962	1.08477226011741	1.9005412141487	3.6270847816577	3.51784065833528
"8"	-7.11698827823943	-3.61317994130583	-2.95815443042408	1.3268066188828	-0.445703628456462	0.52144351475951	1.22311493814882	-1.73283782379336	0.480879471146778	1.8728902303884	-1.53984570337141	-0.35435777753689	0.00524073154853481	-0.0110751764850764	0.00664722830652332	0.14634657545375	-0.00306895024003188	0.0227911486817569	0.0128447571590344	0.0368528913977312	-0.00370438741071184	-0.111009166947286	5.14025360893038	3.80415727076453	4.30747833951504
"4"	-7.13601216219761	-4.1752700107991	-3.00704448439475	-1.25546890248955	-0.456407440594806	0.307403940941677	0.7349200651634	2.11612141802123	2.68230731849897	1.57756438788137	0.552067965902565	-0.352177312348413	0.0066689283210246	0.00894329194364822	0.0228210630212137	0.00753083316670087	-0.00586887743886138	0.0259890065955755	0.00741168005140712	0.0494675420187648	-0.0031056121515436	4.78018871681547	2.69523525341841	1.56328436192326	4.85180230710201
"6"	-5.1569000617362	-8.93704461350403	-0.0588911229949415	0.672085058244327	0.583510477718545	-0.0117409959476013	0.00720672029698971	0.901353959058913	0.00693684001968954	-2.11095710943716	-0.544254835614419	0.459927995846385	0.00765245236156476	0.0136183658054406	0.00893842063219365	0.99731546853314	-0.0156125097722704	0.0283943635957449	0.012136202610786	0.281257250444923	0.0150282299561004	5.34696472495669	1.07973248752194	0.0111796762062295	0.929575027325044
"1"	-6.95979272257299	-9.04146489002729	-3.50794745989793	0.288395875187893	-0.622217355719567	0.00748715475190136	0.00622149690227726	0.413825291435647	-0.00722996175320237	-0.780841317171918	0.35146446175233	-0.567059069235708	0.0126011367430001	0.181388625069167	-0.000527797033365375	0.0305200059689469	0.00369316283906681	0.00470945074200979	3.0666991990558	2.687681194922	3.09138338615892	-0.303969647178733	4.42448915206039	0.126148039919506	0.00826745565816192
"5"	-7.0593842970814	-8.66093164721457	-3.02389915771554	4.81430678113231	-0.44366389042735	0.0145975942418012	-0.00552944475967969	2.32896336702993	-0.0147237132579866	0.744388745068101	-0.76247939352386	-0.32980118200075	-0.0131906634989352	-0.00721442922417169	0.0228216171523047	0.0268533272174133	0.00066561471208681	0.0836693344974289	2.13964017645298	0.0220436612912869	0.00301462230381228	0.15235331100883	2.55110476551811	0.0384076841012025	0.0204475566053042
"7"	2.91306630699633	3.58729980622954	0.825647128415691	-1.4435741120277	-4.26314818656258	-3.80299986779211	-3.73511980588546	-0.17057594386084	0.0244195689598925	2.147236724493	0.491035446174451	0.0174200008445406	0.00343269501757335	0.00775455530296208	0.00573148389639535	-1.04053401872862	0.0109815552988677	0.0311485831048435	0.581883284016637	-0.904183134137077	0.00831511021268063	-10	-8.00096829653165	-6.27384867916916	-7.86067596992883
