"CD4"	"CD3"	"CD8"	"CD16"	"CD123"	"HLA-DR"	"CD45RA"	"CD38"	"CD69"	"CD45"	"CD56"	"CD15"	"CD117"	"CD10"	"CD34"	"CD25"	"CD20"	"IgM"	"CD19"	"CD44"	"CD11c"	"CD11b"	"CD33"	"CD14"	"CD61"
"2"	3.0988110064371	2.90724362263486	0.545007622364383	0.014791657557905	0.0211561057156703	0.0217886095478467	3.18438923048486	0.799806401831316	0.0176279554407808	4.4172752950625	0.0163310768681351	0.0259738763340164	0.0278697233327954	0.00174865770132679	0.0245049627104418	0.018154998661679	0.0169246898390572	0.0168475962621577	0.0258168389612331	3.1201861780767	0.0234903209439212	0.00555976248486481	0.0204404484745319	0.0239752886771163	0.0198191641528804
"4"	2.80777442677968	2.32807392306566	0.361727471904439	0.0161453837064387	0.0220524675711066	0.0179153703375521	2.58851678772111	0.477353635000506	0.0164642043220111	3.85443800340747	0.0191991345743906	0.0251652033750697	0.0278248147377678	0.00921878969138299	0.0243434366034867	0.0353611820010579	0.0210696237504606	0.0199875437239019	0.025773792891626	2.59125177857213	0.0223526321132448	0.00645165462812324	0.0194133435472008	0.0234946410878942	0.0158495148071552
"6"	3.18661144648067	2.19590633788267	0.533013614415173	0.0102852572513556	0.0236417948766836	0.0196525102342518	2.38093529246195	0.518958295158438	0.0116114878096588	4.40877560004735	0.021580269744208	0.0255233053177026	0.0266902962963946	0.00185216627652099	0.0223785149168661	0.388425417390637	0.017070758728029	0.0197479505386564	0.0244753431153081	3.58686425942949	0.0226566838401724	0.00393831481649879	0.0197829644064239	0.0237063385564784	0.0198218259679565
"8"	3.15354954099673	2.27723023021304	0.517045153195944	0.0115465519096077	0.0261659327301106	0.0189703142795384	0.815093058825953	0.456845644402741	0.0117725578564385	4.27255031181118	0.0223997427567211	0.0241872578213686	0.0271905940652459	0.00326573404822522	0.0239184550564709	0.190396803550979	0.0175755164439803	0.0200113063236221	0.0253854178871272	3.45136075478848	0.022296852092879	0.00746577027996811	0.0196788633055915	0.0242265794057163	0.0204149142052521
"10"	2.15657418610243	0.014988752162815	0.219804845980813	0.0132467232549037	4.19343123878104	3.60692102052688	3.18597912827543	1.24490994089753	0.0574027920937406	3.14506278911661	0.0202670218965202	0.0168119916761367	0.0255786328732902	0.0106477785007528	0.00720919896249635	0.0131705951238118	0.0238726402177139	0.0108487374341539	0.0289615200779075	3.55741145492064	0.0129547916449451	0.0223816719991715	0.147365688530124	0.0147475619986842	1.21751869866874
"5"	1.11491862663601	0.00571174198121811	0.166737857939737	0.0528761603378528	0.389726865351023	2.13916660903159	2.34067086853557	1.31358869152802	0.234666136180645	4.05455682272368	0.0896113626182567	0.0122210232131992	0.022475390817515	0.0650755474371908	0.00403348256217665	0.0240973257215757	0.0215525292626115	0.0192507198151909	0.019964145622276	4.16784849362309	3.60518315089848	2.66770634463679	3.54131803123944	2.88713055310257	2.91387387739826
"9"	0.844769190772647	0.00206059270312392	0.0591523026581033	3.4814621909266	1.75566444521122	2.57093671370274	3.25095566269332	0.541139655455599	0.0122145099050752	4.23096069620207	0.000435876584158874	0.0161307114522295	0.0298549923519174	0.00803508804752767	0.0185401983773594	0.0247309289545822	0.0265942675605533	0.015062151049458	0.0275685077790722	3.53404408774296	3.78394581651656	0.0235190543660837	1.56571192148977	0.317636166794741	0.785231562103003
"7"	0.0209639432207552	0.013630126080722	0.536801672268977	4.3209178578649	0.0228738606620849	0.0220846939152125	2.55959044011762	1.11074412726517	0.0691371191069983	3.77184951416638	0.825448358279882	0.00972656072861361	0.029591364222008	0.0104258466437915	0.0236875753166954	0.0235850581372971	0.0188141352661518	0.0276664346383726	0.0289121638763913	1.55173936705474	0.767224459774467	0.550027606286846	0.0195884952470394	0.00727453372307262	0.016012952850349
"1"	0.0245791461642323	0.0417240822155063	0.0166941726346464	0.0142708737506665	0.0125143365930335	3.55839339327268	2.73144838949746	0.83440353197679	0.022975188750762	4.32485962453372	0.0285443950506907	0.0240677942221799	0.0312526657563412	0.00375217485127819	0.158897342499202	0.00926636210019465	2.16252241709251	2.48651563930621	2.48466100340101	2.72650078689454	0.0154318277412458	0.0166385677329933	0.112954303267551	0.0212464112874464	0.0161571307461997
"3"	0.0946655179801747	2.20175941633059	5.10019412908235	0.0262311158537508	0.0221993451455756	0.0107037020298928	2.67173979856655	0.246068972730779	1.66879692512579	4.05804492250604	0.00329107420599436	0.0208438859617041	0.0187188859354816	0.011042541357896	0.0911672082796271	0.0197793719444918	0.772894691721466	0.021251231225285	0.0188345859698894	2.65084006030295	0.0219508503533088	0.188605404842993	0.0207091092136432	0.0207387303346587	0.0121466113439218
