"CD4"	"CD3"	"CD8"	"CD123"	"CD45RA"	"CD16"	"CD69"	"CD38"	"CD11b"	"CD45"	"CD15"	"CD117"	"CD10"	"CD34"	"CD25"	"CD56"	"CD20"	"IgM"	"CD19"	"HLA-DR"	"CD44"	"CD14"	"CD61"	"CD33"	"CD11c"
"9"	9.24988349442024	5.62376172365789	-1.96648113245428	0.00517693197622488	3.08317541245877	-0.363297662765938	-0.634333381663834	0.529098009070806	-0.670206618997294	1.10889403538887	0.00835568513225128	0.00497698971745618	-0.00407647564129991	0.0143607590189844	0.0562754337332409	0.0267355214285691	0.227137898292141	-0.00324767439577401	0.00800615551333805	0.795265949298461	1.82705740101903	0.0133887228461563	0.0136981132398435	0.013601859076951	0.0721621012825325
"6"	8.83695382247874	3.22063083188457	1.81198226323511	0.0083509205046792	1.56320571347219	-0.478650588684719	-0.730118267993805	-1.05237597386655	-0.703358011727783	1.04039799993639	0.00623656522725792	0.00331119958124684	-0.00310214156277357	0.0135963306454776	0.247337825455253	0.0187796507445564	0.32365946131605	0.00421817810689145	0.00685202882512411	0.846625578378711	1.95076730098991	0.0123866487141805	0.0108244929693875	0.0125321784727606	0.255157246463876
"2"	8.82604918332088	3.52374885393312	-2.96475458641493	0.0134941165956684	-2.3486404406967	-0.78770987084067	-0.933196251556374	-0.997780590597185	-0.957312596033713	0.209261841358882	0.00505028582711373	0.0045345596934551	-0.00111572854955781	0.0156879860931072	0.228632980029573	0.00581675938720513	0.466212800363751	0.00400696977915738	0.00814998967923516	1.39787552810878	1.60729624632584	0.014625850102153	0.0154499449502541	0.0137869862282811	0.61361765545946
"7"	7.66019352064976	3.41067758391153	-2.06554650866462	0.00562427122965969	1.42351259163183	-0.339303427905359	-0.590163863530711	-0.521001182425309	-0.652261279567546	-0.700462718665776	0.00474107387549946	0.00503953573822779	0.00671596153984226	0.0137823214984903	0.0560331521544083	0.0224696094449605	0.218354027594841	0.00336033227195488	0.00694451969993847	0.68342890912656	-1.60697919298319	0.0117346389092922	0.006810978464085	0.0112606726203555	0.0325454319373906
"3"	4.48374355500662	-7.60581967761895	-1.87855738316858	5.5581157741122	1.52227018178077	-0.107580652249318	0.349035955603201	0.833787673906538	-0.472127492944319	-1.69355563719895	-0.00599737805227818	0.00124884625026825	0.00817752151844294	-0.010057802248041	0.0100574745437058	0.0211642757606213	0.0314695203962087	-0.00893654185532309	0.0111877497404534	4.79265233500153	1.43944879399051	-0.00113703456180595	1.60542836400881	0.180550439265711	0.00492088615475741
"5"	-4.83252780969173	-7.36898551761793	-3.37966565738372	0.450559446837262	-0.660178616262624	0.248101071655676	0.317040490222006	1.22659268285686	3.5015086274278	-0.316452416605185	-0.01346244285246	-0.00316662323048079	0.0800422066757981	-0.0150917650986733	0.0269927587933241	0.108012585813174	0.218016307957556	0.00351780668906114	-0.00078829957388771	2.58114780734419	2.55822126962096	3.90519295133226	3.92898245608926	4.7292770773722	4.66865076354452
"4"	-4.3840707686457	-7.62193777214049	-3.24370020279362	1.5094264850584	0.932192380701621	1.38292062050364	-0.392157821122594	0.182867950757835	0.0651321054405758	0.340031377971545	-0.00795294759771389	0.00303421268946142	0.0436820380631352	-0.00332675490847571	0.0268711522378452	0.073191459646389	0.0927923726120117	-0.00451383195661059	0.00461571272110503	4.74612071837364	1.78843365274726	1.2813833922613	2.49155704784541	3.66859119857413	5.32250134467923
"1"	-9.57221481574032	-5.54525207828823	-0.0150709461336166	0.00806627127969243	0.968073600182695	5.74187928441914	0.488387898154977	0.729630557435473	0.653371325932414	-0.583739004654132	-0.017563983821442	0.00795646869866694	0.00934751016992175	0.0144889096017866	0.0303637949513103	1.08246538837975	0.304399763307496	0.0163465096225822	0.0133903481029728	1.21311737234715	-2.2866333991237	-0.0126410448639685	0.00767434708048859	0.0124574457263941	1.00121016221574
"10"	-9.68396096873726	-7.44566456887582	-3.77178915250878	-0.00765254211497638	0.425230503084746	-0.330236916048933	-0.610676090258396	0.303363623804338	-0.67001226144068	0.320745072121778	0.00405798084558692	0.00681871807434006	-0.00139842671020055	0.188675177117003	0.00513285704552185	0.0314203268276261	2.86583482432836	3.28049783772231	3.27492851446273	4.72014040041436	-0.832697260117859	0.00840134503352623	0.00699156437270399	0.131957537476939	0.00892979243954544
"8"	-10	3.48207013850411	7.33930806873246	0.00711032523333754	0.873059945469301	0.283259727173599	2.21111221662257	-1.66806222364946	0.286194743971911	-0.245439862503941	-0.000758583330170583	-0.00923901038033068	0.0107002550334028	0.0960218522396205	0.0242358276764042	-0.00168246240909714	1.01047286912092	0.00604631721339679	-0.00280348950268996	1.02332939139847	-1.33031151088196	0.00856051490940203	0.00133195208898547	0.0149675184899027	0.482290735536561
